citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
86 FR 31079, 2021-12382,31082,https://www.federalregister.gov/documents/2021/06/10/2021-12382/blocking-property-and-suspending-entry-into-the-united-states-of-certain-persons-contributing-to-the,https://www.govinfo.gov/content/pkg/FR-2021-06-10/pdf/2021-12382.pdf,Presidential Document,Executive Order,06/10/2021,2021-06-08,31079,Blocking Property and Suspending Entry Into the United States of Certain Persons Contributing to the Destabilizing Situation in the Western Balkans,"See: EO 13219, June 26, 2001; EO 13304, May 28, 2003; Proc. 8693, July 24, 2011; Notice of June 20, 2025
Amended by: EO 14140, January 8, 2025",14033
77 FR 31153, 2012-12881,31154,https://www.federalregister.gov/documents/2012/05/24/2012-12881/providing-an-order-of-succession-within-the-department-of-agriculture,https://www.govinfo.gov/content/pkg/FR-2012-05-24/pdf/2012-12881.pdf,Presidential Document,Executive Order,05/24/2012,2012-05-21,31153,Providing an Order of Succession Within the Department of Agriculture,"Revokes: EO 13542, May 13, 2010
Revoked by: EO 14134 January 3, 2025",13612
77 FR 31155, 2012-12882,31156,https://www.federalregister.gov/documents/2012/05/24/2012-12882/providing-an-order-of-succession-within-the-department-of-commerce,https://www.govinfo.gov/content/pkg/FR-2012-05-24/pdf/2012-12882.pdf,Presidential Document,Executive Order,05/24/2012,2012-05-21,31155,Providing an Order of Succession Within the Department of Commerce,"Revokes: EO 13242, December 18, 2001",13613
77 FR 31157, 2012-12883,31158,https://www.federalregister.gov/documents/2012/05/24/2012-12883/providing-an-order-of-succession-within-the-environmental-protection-agency,https://www.govinfo.gov/content/pkg/FR-2012-05-24/pdf/2012-12883.pdf,Presidential Document,Executive Order,05/24/2012,2012-05-21,31157,Providing an Order of Succession Within the Environmental Protection Agency,"Revokes: EO 13261, March 19, 2002; EO 13344, July 7, 2004",13614
85 FR 26591, 2020-09645,26592,https://www.federalregister.gov/documents/2020/05/04/2020-09645/ordering-the-selected-reserve-of-the-armed-forces-to-active-duty,https://www.govinfo.gov/content/pkg/FR-2020-05-04/pdf/2020-09645.pdf,Presidential Document,Executive Order,05/04/2020,2020-04-30,26591,Ordering the Selected Reserve of the Armed Forces to Active Duty,"",13919
85 FR 12983, 2020-04755,12984,https://www.federalregister.gov/documents/2020/03/06/2020-04755/establishment-of-the-interagency-committee-on-trade-in-automotive-goods-under-section-202a-of-the,https://www.govinfo.gov/content/pkg/FR-2020-03-06/pdf/2020-04755.pdf,Presidential Document,Executive Order,03/06/2020,2020-02-28,12983,Establishment of the Interagency Committee on Trade in Automotive Goods Under Section 202A of the United States Mexico Canada Agreement Implementation Act,"",13908
86 FR 6809, 2021-01643,6812,https://www.federalregister.gov/documents/2021/01/22/2021-01643/building-the-national-garden-of-american-heroes,https://www.govinfo.gov/content/pkg/FR-2021-01-22/pdf/2021-01643.pdf,Presidential Document,Executive Order,01/22/2021,2021-01-18,6809,Building the National Garden of American Heroes,"Amends: EO 13934, July 3, 2020
Revoked by: EO 14029, May 14, 2021
Reinstated by: EO 14189, January 29, 2025",13978
86 FR 6813, 2021-01644,6815,https://www.federalregister.gov/documents/2021/01/22/2021-01644/ensuring-democratic-accountability-in-agency-rulemaking,https://www.govinfo.gov/content/pkg/FR-2021-01-22/pdf/2021-01644.pdf,Presidential Document,Executive Order,01/22/2021,2021-01-18,6813,Ensuring Democratic Accountability in Agency Rulemaking,"See: EO 12866, September 30, 1993; Revoked by: EO 14018, February 24, 2021",13979
86 FR 6817, 2021-01645,6820,https://www.federalregister.gov/documents/2021/01/22/2021-01645/protecting-americans-from-overcriminalization-through-regulatory-reform,https://www.govinfo.gov/content/pkg/FR-2021-01-22/pdf/2021-01645.pdf,Presidential Document,Executive Order,01/22/2021,2021-01-18,6817,Protecting Americans From Overcriminalization Through Regulatory Reform,"Revoked by: EO 14029, May 14, 2021",13980
86 FR 7793, 2021-02252,7795,https://www.federalregister.gov/documents/2021/02/02/2021-02252/strengthening-medicaid-and-the-affordable-care-act,https://www.govinfo.gov/content/pkg/FR-2021-02-02/pdf/2021-02252.pdf,Presidential Document,Executive Order,02/02/2021,2021-01-28,7793,Strengthening Medicaid and the Affordable Care Act,"Revokes: EO 13765, January 20, 2017; EO 13813, October 12, 2017
Amends: EO 14031, May 28, 2021; EO 14084, September 30, 2022
Supersedes: EO 14048, September 30, 2021
Revoked by: EO 14148, January 20, 2025
See: EO 14177, January 23, 2025",14009
86 FR 7475, 2021-02038,7479,https://www.federalregister.gov/documents/2021/01/28/2021-02038/ensuring-the-future-is-made-in-all-of-america-by-all-of-americas-workers,https://www.govinfo.gov/content/pkg/FR-2021-01-28/pdf/2021-02038.pdf,Presidential Document,Executive Order,01/28/2021,2021-01-25,7475,Ensuring the Future Is Made in All of America by All of America's Workers,"Supersedes: EO 10582, December 17, 1954; EO 13881, July 15, 2019
See: EO 12866, September 30, 1993; EO 14104, July 28, 2023
Revokes: EO 13788, April 18, 2017; EO 13975, January 14, 2021
Partially revokes: EO 13858, January 31, 2019 ",14005
86 FR 7483, 2021-02070,7484,https://www.federalregister.gov/documents/2021/01/29/2021-02070/reforming-our-incarceration-system-to-eliminate-the-use-of-privately-operated-criminal-detention,https://www.govinfo.gov/content/pkg/FR-2021-01-29/pdf/2021-02070.pdf,Presidential Document,Executive Order,01/29/2021,2021-01-26,7483,Reforming Our Incarceration System To Eliminate the Use of Privately Operated Criminal Detention Facilities,"Revoked by: EO 14148, January 20, 2025",14006
86 FR 6835, 2021-01713,6835,https://www.federalregister.gov/documents/2021/01/25/2021-01713/revocation-of-executive-order-13770,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01713.pdf,Presidential Document,Executive Order,01/25/2021,2021-01-19,6835,Revocation of Executive Order 13770,"Revokes: EO 13770, January 28, 2017",13983
86 FR 6837, 2021-01714,6842,https://www.federalregister.gov/documents/2021/01/25/2021-01714/taking-additional-steps-to-address-the-national-emergency-with-respect-to-significant-malicious,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01714.pdf,Presidential Document,Executive Order,01/25/2021,2021-01-19,6837,Taking Additional Steps To Address the National Emergency With Respect to Significant Malicious Cyber- Enabled Activities,"Amends: EO 13694, April 1, 2015
See: EO 14144, January 16, 2025; EO 14306, June 6, 2025",13984
86 FR 7015, 2021-01755,7017,https://www.federalregister.gov/documents/2021/01/25/2021-01755/ensuring-a-lawful-and-accurate-enumeration-and-apportionment-pursuant-to-the-decennial-census,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01755.pdf,Presidential Document,Executive Order,01/25/2021,2021-01-20,7015,Ensuring a Lawful and Accurate Enumeration and Apportionment Pursuant to the Decennial Census,"Revokes: EO 13880, July 11, 2019
Revoked by: EO 14148, January 20, 2025",13986
86 FR 7023, 2021-01761,7025,https://www.federalregister.gov/documents/2021/01/25/2021-01761/preventing-and-combating-discrimination-on-the-basis-of-gender-identity-or-sexual-orientation,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01761.pdf,Presidential Document,Executive Order,01/25/2021,2021-01-20,7023,Preventing and Combating Discrimination on the Basis of Gender Identity or Sexual Orientation,"See: EO 14091, February 16, 2023
Revoked by: EO 14148, January 20, 2025
Rescinded by: EO 14168, January 20, 2025",13988
86 FR 7029, 2021-01762,7035,https://www.federalregister.gov/documents/2021/01/25/2021-01762/ethics-commitments-by-executive-branch-personnel,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01762.pdf,Presidential Document,Executive Order,01/25/2021,2021-01-20,7029,Ethics Commitments by Executive Branch Personnel,"See: EO 14091, February 16, 2023
Revoked by: EO 14148, January 20, 2025",13989
86 FR 7615, 2021-02176,7617,https://www.federalregister.gov/documents/2021/02/01/2021-02176/presidents-council-of-advisors-on-science-and-technology,https://www.govinfo.gov/content/pkg/FR-2021-02-01/pdf/2021-02176.pdf,Presidential Document,Executive Order,02/01/2021,2021-01-27,7615,President's Council of Advisors on Science and Technology,"See: EO 12968, August 2, 1995 
Revokes: EO 13895, October 22, 2019
Amended by: EO 14044, September 13, 2021
Revoked by: EO 14148, January 20, 2025; EO 14154, January 20, 2025; 14177, January 23, 2025",14007
86 FR 7619, 2021-02177,7633,https://www.federalregister.gov/documents/2021/02/01/2021-02177/tackling-the-climate-crisis-at-home-and-abroad,https://www.govinfo.gov/content/pkg/FR-2021-02-01/pdf/2021-02177.pdf,Presidential Document,Executive Order,02/01/2021,2021-01-27,7619,Tackling the Climate Crisis at Home and Abroad,"Amends: EO 12898, February 11, 1994
See: EO 14005, January 25, 2021; EO 14091, February 16, 2023; EO 14096, April 21, 2023; EO 14126, September 6, 2024
Amended by: EO 14082, September 12, 2022
Revoked by: EO 14148, January 20, 2025; EO 14154, January 20, 2025",14008
86 FR 7051, 2021-01768,7052,https://www.federalregister.gov/documents/2021/01/25/2021-01768/revision-of-civil-immigration-enforcement-policies-and-priorities,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01768.pdf,Presidential Document,Executive Order,01/25/2021,2021-01-20,7051,Revision of Civil Immigration Enforcement Policies and Priorities,"Revokes: EO 13768, January 25, 2017
Revoked by: EO 14148, January 20, 2025; EO 14159, January 20, 2025",13993
86 FR 7189, 2021-01849,7191,https://www.federalregister.gov/documents/2021/01/26/2021-01849/ensuring-a-data-driven-response-to-covid-19-and-future-high-consequence-public-health-threats,https://www.govinfo.gov/content/pkg/FR-2021-01-26/pdf/2021-01849.pdf,Presidential Document,Executive Order,01/26/2021,2021-01-21,7189,Ensuring a Data-Driven Response to COVID-19 and Future High-Consequence Public Health Threats,"See: EO 14122, April 12, 2024
Revoked by: EO 14236, March 14, 2025
",13994
86 FR 7193, 2021-01852,7196,https://www.federalregister.gov/documents/2021/01/26/2021-01852/ensuring-an-equitable-pandemic-response-and-recovery,https://www.govinfo.gov/content/pkg/FR-2021-01-26/pdf/2021-01852.pdf,Presidential Document,Executive Order,01/26/2021,2021-01-21,7193,Ensuring an Equitable Pandemic Response and Recovery,"See: EO 13994, January 21, 2021
Revoked by: EO 14148, January 20, 2025",13995
86 FR 7197, 2021-01854,7199,https://www.federalregister.gov/documents/2021/01/26/2021-01854/establishing-the-covid-19-pandemic-testing-board-and-ensuring-a-sustainable-public-health-workforce,https://www.govinfo.gov/content/pkg/FR-2021-01-26/pdf/2021-01854.pdf,Presidential Document,Executive Order,01/26/2021,2021-01-21,7197,Establishing the COVID-19 Pandemic Testing Board and Ensuring a Sustainable Public Health Workforce for COVID-19 and Other Biological Threats,"See: EO 14122, April 12, 2024
Revoked by: EO 14148, January 20, 2025",13996
86 FR 7201, 2021-01858,7203,https://www.federalregister.gov/documents/2021/01/26/2021-01858/improving-and-expanding-access-to-care-and-treatments-for-covid-19,https://www.govinfo.gov/content/pkg/FR-2021-01-26/pdf/2021-01858.pdf,Presidential Document,Executive Order,01/26/2021,2021-01-21,7201,Improving and Expanding Access to Care and Treatments for COVID-19,"Revoked by: EO 14148, January 20, 2025",13997
86 FR 7219, 2021-01865,7222,https://www.federalregister.gov/documents/2021/01/26/2021-01865/a-sustainable-public-health-supply-chain,https://www.govinfo.gov/content/pkg/FR-2021-01-26/pdf/2021-01865.pdf,Presidential Document,Executive Order,01/26/2021,2021-01-21,7219,A Sustainable Public Health Supply Chain,"See: EO 13910, March 23, 2020",14001
86 FR 6833, 2021-01712,6834,https://www.federalregister.gov/documents/2021/01/25/2021-01712/care-of-veterans-with-service-in-uzbekistan,https://www.govinfo.gov/content/pkg/FR-2021-01-25/pdf/2021-01712.pdf,Presidential Document,Executive Order,01/25/2021,2021-01-19,6833,Care of Veterans With Service in Uzbekistan,"",13982
85 FR 41165, 2020-14872,41168,https://www.federalregister.gov/documents/2020/07/08/2020-14872/building-and-rebuilding-monuments-to-american-heroes,https://www.govinfo.gov/content/pkg/FR-2020-07-08/pdf/2020-14872.pdf,Presidential Document,Executive Order,07/08/2020,2020-07-03,41165,Building and Rebuilding Monuments to American Heroes,"See: EO 13933, June 26, 2020
Revoked by: EO 13978, January 18, 2021
Reinstated by: EO 14189, January 29, 2025",13934
85 FR 21733, 2020-08392,21734,https://www.federalregister.gov/documents/2020/04/17/2020-08392/providing-an-order-of-succession-within-the-department-of-the-interior,https://www.govinfo.gov/content/pkg/FR-2020-04-17/pdf/2020-08392.pdf,Presidential Document,Executive Order,04/17/2020,2020-04-14,21733,Providing an Order of Succession Within the Department of the Interior,"Revokes: EO 13244, December 18, 2001",13915
85 FR 17001, 2020-06478,17002,https://www.federalregister.gov/documents/2020/03/26/2020-06478/preventing-hoarding-of-health-and-medical-resources-to-respond-to-the-spread-of-covid-19,https://www.govinfo.gov/content/pkg/FR-2020-03-26/pdf/2020-06478.pdf,Presidential Document,Executive Order,03/26/2020,2020-03-23,17001,Preventing Hoarding of Health and Medical Resources To Respond to the Spread of COVID-19,"See: EO 13909, March 18, 2020; Revoked by: EO 14122, April 12, 2024",13910
85 FR 45759, 2020-16625,45760,https://www.federalregister.gov/documents/2020/07/29/2020-16625/lowering-prices-for-patients-by-eliminating-kickbacks-to-middlemen,https://www.govinfo.gov/content/pkg/FR-2020-07-29/pdf/2020-16625.pdf,Presidential Document,Executive Order,07/29/2020,2020-07-24,45759,Lowering Prices for Patients by Eliminating Kickbacks to Middlemen,"",13939
85 FR 62179, 2020-21914,62186,https://www.federalregister.gov/documents/2020/10/01/2020-21914/an-america-first-healthcare-plan,https://www.govinfo.gov/content/pkg/FR-2020-10-01/pdf/2020-21914.pdf,Presidential Document,Executive Order,10/01/2020,2020-09-24,62179,An America-First Healthcare Plan,"See: EO 13813, October 12, 2017; EO 13861, March 5, 2019; EO 13877, June 24, 2019; EO 13879, July 10, 2019; EO 13890, October 3, 2019; EO 13887, October 19, 2019; EO 13937, July 24, 2020; EO 13938, July 24, 2020; EO 13939, July 24, 2020; EO 13941, August 3, 2020; EO 13944, August 6, 2020; EO 13948, September 3, 2020",13951
85 FR 60683, 2020-21534,60689,https://www.federalregister.gov/documents/2020/09/28/2020-21534/combating-race-and-sex-stereotyping,https://www.govinfo.gov/content/pkg/FR-2020-09-28/pdf/2020-21534.pdf,Presidential Document,Executive Order,09/28/2020,2020-09-22,60683,Combating Race and Sex Stereotyping,"See: EO 11246, September 24, 1965; EO 14185, January 27, 2025
Revoked by: EO 13985, January 20, 2021
",13950
85 FR 34951, 2020-12430,34953,https://www.federalregister.gov/documents/2020/06/05/2020-12430/advancing-international-religious-freedom,https://www.govinfo.gov/content/pkg/FR-2020-06-05/pdf/2020-12430.pdf,Presidential Document,Executive Order,06/05/2020,2020-06-02,34951,Advancing International Religious Freedom,"See: EO 13818, December 20, 2017",13926
73 FR 56703, E8-23125,56704,https://www.federalregister.gov/documents/2008/09/30/E8-23125/to-authorize-certain-noncompetitive-appointments-in-the-civil-service-for-spouses-of-certain-members,https://www.govinfo.gov/content/pkg/FR-2008-09-30/pdf/E8-23125.pdf,Presidential Document,Executive Order,09/30/2008,2008-09-25,56703,To Authorize Certain Noncompetitive Appointments in the Civil Service for Spouses of Certain Members of the Armed Forces,"",13473
